congress,party,state,district,id,last_name,first_name,ngirls,nboys,nchild,female,aauw,author,nominate_dim1,nominate_dim2
111,R,PA,16,P000373,PITTS,JOSEPH,2,1,3,0,0,costa,0.538,0.012
111,R,PA,18,M001151,MURPHY,TIM,0,1,1,0,9,costa,0.258,0.198
111,R,PA,19,P000585,PLATTS,TODD,1,1,2,0,27,costa,0.252,-0.15
111,R,SC,2,W000795,WILSON,JOE,0,4,4,0,0,costa,0.537,0.113
111,R,SC,3,B001239,BARRETT,J. GRESHAM,1,2,3,0,0,costa,0.653,0.062
111,D,SC,5,S000749,SPRATT,JOHN,3,0,3,0,64,costa,-0.256,0.255
111,D,SC,6,C000537,CLYBURN,JAMES,3,0,3,0,80,costa,-0.464,0.254
111,R,TN,1,R000582,ROE,DAVID,1,2,3,0,0,costa,0.486,0.024
111,R,TN,2,D000533,DUNCAN,JOHN,2,2,4,0,0,costa,0.604,-0.476
111,R,TN,3,W000119,WAMP,ZACH,0,2,2,0,9,costa,0.428,0.072
111,D,TN,4,D000599,DAVIS,LINCOLN,3,0,3,0,55,costa,-0.205,0.854
111,D,TN,5,C000754,COOPER,JIM,1,2,3,0,73,costa,-0.163,-0.031
111,D,TN,6,G000309,GORDON,BART,1,0,1,0,64,costa,-0.204,0.286
111,R,TN,7,B001243,BLACKBURN,MARSHA,1,1,2,1,0,costa,0.622,0.137
111,D,TN,8,T000038,TANNER,JOHN,1,1,2,0,50,costa,-0.182,0.648
111,R,TX,1,G000552,GOHMERT,LOUIE,3,0,3,0,0,costa,0.63,-0.345
111,R,TX,2,P000592,POE,TED,3,1,4,0,0,costa,0.594,-0.029
111,R,TX,3,J000174,JOHNSON,SAM,2,1,3,0,0,costa,0.61,0.277
111,R,TX,4,H000067,HALL,RALPH,0,3,3,0,0,costa,0.424,0.308
111,R,TX,5,H001036,HENSARLING,JEB,1,1,2,0,0,costa,0.703,0.04
111,R,TX,6,B000213,BARTON,JOE,2,3,6,0,0,costa,0.528,0.047
111,R,TX,7,C001048,CULBERSON,JOHN,1,0,1,0,0,costa,0.503,0.366
111,R,TX,11,C001062,CONAWAY,K. MICHAEL,3,1,4,0,0,costa,0.593,0.367
111,R,TX,12,G000377,GRANGER,KAY,1,2,3,1,0,costa,0.398,0.238
111,R,TX,13,T000238,THORNBERRY,MAC,1,1,2,0,0,costa,0.525,0.313
111,R,TX,14,P000583,PAUL,RON,2,3,5,0,10,costa,0.863,-0.505
111,D,TX,15,H000636,HINOJOSA,RUBEN,4,1,5,0,90,costa,-0.34,0.235
111,D,TX,16,R000170,REYES,SILVESTRE,2,1,3,0,73,costa,-0.321,0.304
111,D,TX,17,E000063,EDWARDS,CHET,0,2,2,0,73,costa,-0.226,0.5
111,D,TX,18,J000032,JACKSON LEE,SHEILA,1,1,2,1,100,costa,-0.46,0.127
111,R,TX,21,S000583,SMITH,LAMAR,0,2,2,0,10,costa,0.425,0.061
111,R,TX,22,O000168,OLSON,PETE,1,1,2,0,0,costa,0.548,0.308
111,D,TX,23,R000568,RODRIGUEZ,CIRO,1,0,1,0,82,costa,-0.349,0.238
111,D,TX,25,D000399,DOGGETT,LLOYD,2,0,2,0,82,costa,-0.402,-0.313
111,D,TX,27,O000107,ORTIZ,SOLOMON,1,1,2,0,73,costa,-0.272,0.712
111,D,TX,28,C001063,CUELLAR,HENRY,2,0,2,0,73,costa,-0.228,0.622
111,D,TX,29,G000410,GREEN,GENE,1,1,2,0,82,costa,-0.324,0.453
111,R,TX,31,C001051,CARTER,JOHN,2,2,4,0,0,costa,0.473,0.599
111,R,TX,32,S000250,SESSIONS,PETE,0,2,2,0,0,costa,0.586,0.17
111,R,UT,1,B001250,BISHOP,ROB,1,4,5,0,0,costa,0.537,0.105
111,D,UT,2,M001142,MATHESON,JIM,0,2,2,0,73,costa,-0.115,0.546
111,R,UT,3,C001076,CHAFFETZ,JASON,2,1,3,0,0,costa,0.647,-0.278
111,D,VT,1,W000800,WELCH,PETER,2,3,5,0,82,costa,-0.41,-0.351
111,R,VA,1,W000804,WITTMAN,ROBERT,0,2,2,0,9,costa,0.446,-0.016
111,R,VA,4,F000445,FORBES,J. RANDY,1,3,4,0,0,costa,0.407,0.218
111,R,VA,6,G000289,GOODLATTE,BOB,1,1,2,0,0,costa,0.496,-0.002
111,D,VA,8,M000933,MORAN,JAMES,2,2,4,0,91,costa,-0.302,-0.203
111,R,VA,10,W000672,WOLF,FRANK,4,1,5,0,18,costa,0.284,-0.213
111,D,VA,11,C001078,CONNOLLY,GERALD,1,0,1,0,91,costa,-0.306,-0.013
111,D,WA,1,I000026,INSLEE,JAY,0,3,3,0,82,costa,-0.33,-0.194
111,D,WA,2,L000560,LARSEN,RICK,0,2,2,0,82,costa,-0.365,0.19
111,R,WA,4,H000329,HASTINGS,DOC,2,1,3,0,0,costa,0.416,0.411
111,R,WA,5,M001159,MCMORRIS RODGERS,CATHY,0,1,1,1,0,costa,0.425,0.118
111,D,WA,6,D000327,DICKS,NORMAN,0,2,2,0,82,costa,-0.312,0.11
111,D,WA,7,M000404,MCDERMOTT,JIM,1,1,2,0,100,costa,-0.666,-0.197
111,R,WA,8,R000578,REICHERT,DAVID,2,1,3,0,36,costa,0.224,-0.146
111,D,WV,1,M000844,MOLLOHAN,ALAN,1,4,5,0,73,costa,-0.292,0.657
111,D,WV,3,R000011,RAHALL,NICK,2,1,3,0,64,costa,-0.306,0.45
111,R,WI,1,R000570,RYAN,PAUL,1,2,3,0,0,costa,0.556,-0.25
111,D,WI,3,K000188,KIND,RON,0,2,2,0,82,costa,-0.261,-0.081
111,D,WI,4,M001160,MOORE,GWEN,0,0,3,1,90,costa,-0.528,-0.246
111,R,WI,5,S000244,SENSENBRENNER,F. JAMES,0,2,2,0,0,costa,0.638,-0.579
111,R,WI,6,P000265,PETRI,THOMAS,1,0,1,0,9,costa,0.379,-0.367
111,D,WI,7,O000007,OBEY,DAVID,0,2,2,0,73,costa,-0.45,-0.063
111,R,WY,1,L000571,LUMMIS,CYNTHIA,1,0,1,1,0,costa,0.677,-0.404
110,R,AL,4,A000055,ADERHOLT,ROBERT,1,1,2,0,50,costa,0.372,0.589
110,R,AL,6,B000013,BACHUS,SPENCER,2,3,5,0,30,costa,0.387,0.228
110,R,AL,1,B001244,BONNER,JO,1,1,2,0,40,costa,0.367,0.513
110,D,AL,5,C000868,CRAMER,ROBERT (BUD),1,0,1,0,77,costa,-0.132,0.612
110,R,AL,3,R000575,ROGERS,MIKE,1,2,3,0,60,costa,0.358,0.461
110,R,AK,1,Y000033,YOUNG,DON,2,0,2,0,75,costa,0.284,0.021
110,R,AZ,6,F000444,FLAKE,JEFF,1,4,5,0,0,costa,0.855,-0.518
110,D,AZ,7,G000551,GRIJALVA,RAUL,3,0,3,0,100,costa,-0.598,-0.255
110,D,AZ,4,P000099,PASTOR,ED,2,0,2,0,100,costa,-0.421,0.12
110,R,AZ,3,S000275,SHADEGG,JOHN,1,1,2,0,10,costa,0.749,0.008
110,D,AR,1,B000420,BERRY,MARION,1,1,2,0,90,costa,-0.293,0.956
110,R,AR,3,B001236,BOOZMAN,JOHN,3,0,3,0,50,costa,0.405,0.259
110,D,AR,4,R000573,ROSS,MIKE,1,1,2,0,90,costa,-0.201,0.89
110,D,CA,43,B001234,BACA,JOE,2,2,4,0,100,costa,-0.349,0.292
110,D,CA,31,B000287,BECERRA,XAVIER,3,0,3,0,100,costa,-0.512,-0.283
110,D,CA,28,B000410,BERMAN,HOWARD,2,0,2,0,100,costa,-0.404,-0.286
110,R,CA,45,B001228,BONO,MARY,1,1,2,1,66,costa,0.353,-0.218
110,R,CA,48,C001064,CAMPBELL,JOHN,0,2,2,0,0,costa,0.748,-0.415
110,D,CA,23,C001036,CAPPS,LOIS,2,1,3,1,100,costa,-0.389,-0.227
110,D,CA,18,C001050,CARDOZA,DENNIS,2,1,3,0,100,costa,-0.262,0.609
110,D,CA,53,D000598,DAVIS,SUSAN,0,2,2,1,100,costa,-0.343,-0.103
110,R,CA,4,D000429,DOOLITTLE,JOHN,1,1,2,0,10,costa,0.519,0.156
110,D,CA,17,F000030,FARR,SAM,1,0,1,0,100,costa,-0.455,-0.219
110,D,CA,51,F000116,FILNER,BOB,1,1,2,0,100,costa,-0.652,0.002
110,R,CA,24,G000021,GALLEGLY,ELTON,1,3,4,0,30,costa,0.402,-0.1
110,D,CA,36,H000213,HARMAN,JANE,2,2,4,1,100,costa,-0.262,-0.12
110,D,CA,15,H001034,HONDA,MICHAEL,1,1,2,0,100,costa,-0.529,-0.482
110,R,CA,52,H000981,HUNTER,DUNCAN,0,2,2,0,33,costa,0.47,0.02
110,R,CA,49,I000056,ISSA,DARRELL,0,1,1,0,20,costa,0.504,-0.08
110,D,CA,12,L000090,LANTOS,TOM,2,0,2,0,100,costa,-0.376,-0.033
110,D,CA,16,L000397,LOFGREN,ZOE,1,1,2,1,100,costa,-0.402,-0.444
110,R,CA,3,L000517,LUNGREN,DANIEL,2,1,3,0,20,costa,0.497,-0.054
110,D,CA,5,M001163,MATSUI,DORIS,0,1,1,1,100,costa,-0.434,-0.161
110,R,CA,22,M001165,MCCARTHY,KEVIN,1,1,2,0,40,costa,0.458,0.217
110,R,CA,25,M000508,MCKEON,HOWARD,3,3,6,0,30,costa,0.396,0.208
110,D,CA,11,M001166,MCNERNEY,JERRY,0,3,3,0,100,costa,-0.262,-0.152
110,R,CA,42,M001139,MILLER,GARY,2,2,4,0,33,costa,0.478,0.222
110,D,CA,7,M000725,MILLER,GEORGE,0,2,2,0,100,costa,-0.552,-0.398
110,D,CA,38,N000179,NAPOLITANO,GRACE,2,3,5,1,100,costa,-0.448,-0.247
110,D,CA,8,P000197,PELOSI,NANCY,4,1,5,1,100,costa,-0.49,-0.206
110,D,CA,34,R000486,ROYBAL-ALLARD,LUCILLE,1,1,2,1,100,costa,-0.47,-0.185
110,D,CA,29,S001150,SCHIFF,ADAM,1,1,2,0,100,costa,-0.349,-0.129
110,D,CA,13,S000810,STARK,FORTNEY PETE,4,3,7,0,100,costa,-0.631,-0.605
110,D,CA,10,T000057,TAUSCHER,ELLEN,1,0,1,1,100,costa,-0.308,-0.169
110,D,CA,1,T000460,THOMPSON,MIKE,0,2,2,0,100,costa,-0.395,0.066
110,D,CA,35,W000187,WATERS,MAXINE,1,1,2,1,100,costa,-0.653,-0.071
110,D,CA,30,W000215,WAXMAN,HENRY,1,1,2,0,100,costa,-0.473,-0.343
110,D,CA,6,W000738,WOOLSEY,LYNN,1,3,4,1,100,costa,-0.556,-0.529
110,D,CO,3,S001158,SALAZAR,JOHN,0,3,3,0,100,costa,-0.277,0.561
110,R,CO,6,T000458,TANCREDO,THOMAS,0,2,2,0,16,costa,0.75,-0.022
110,D,CT,2,C001069,COURTNEY,JOE,1,1,2,0,100,costa,-0.344,0.017
110,D,CT,3,D000216,DELAURO,ROSA,2,1,3,1,100,costa,-0.416,-0.117
110,D,CT,1,L000557,LARSON,JOHN,2,1,3,0,100,costa,-0.397,-0.051
110,R,CT,4,S001144,SHAYS,CHRISTOPHER,0,1,1,0,100,costa,0.129,-0.992
110,R,FL,9,B001257,BILIRAKIS,GUS,0,4,4,0,50,costa,0.404,0.025
110,D,FL,2,B000716,BOYD,ALLEN,1,3,4,0,87,costa,-0.181,0.414
110,D,FL,3,B000911,BROWN,CORRINE,1,0,1,1,100,costa,-0.429,0.192
110,R,FL,5,B001247,BROWN-WAITE,GINNY,3,0,3,1,66,costa,0.36,0.084
110,R,FL,13,B001260,BUCHANAN,VERN,0,2,2,0,50,costa,0.359,-0.129
110,R,FL,4,C001045,CRENSHAW,ANDER,2,0,2,0,33,costa,0.333,0.337
110,R,FL,21,D000299,DIAZ-BALART,LINCOLN,0,2,2,0,80,costa,0.243,-0.105
110,R,FL,24,F000447,FEENEY,TOM,0,2,2,0,10,costa,0.641,-0.09
110,D,FL,23,H000324,HASTINGS,ALCEE,2,1,3,0,100,costa,-0.564,0.157
110,R,FL,8,K000361,KELLER,RIC,2,1,3,0,50,costa,0.458,-0.068
110,D,FL,22,K000366,KLEIN,RON,1,1,2,0,100,costa,-0.265,0
110,R,FL,14,M001155,MACK,CONNIE,1,1,2,0,10,costa,0.601,-0.16
110,D,FL,16,M001164,MAHONEY,TIM,1,0,1,0,90,costa,-0.163,0.531
110,D,FL,17,M001148,MEEK,KENDRICK,1,1,2,0,100,costa,-0.363,0.108
110,R,FL,7,M000689,MICA,JOHN,1,1,2,0,33,costa,0.453,0.137
110,R,FL,1,M001144,MILLER,JEFF,0,2,2,0,10,costa,0.633,0.155
110,R,FL,18,R000435,ROS-LEHTINEN,ILEANA,2,0,2,1,80,costa,0.244,-0.225
110,R,FL,6,S000822,STEARNS,CLIFF,0,3,3,0,50,costa,0.554,-0.075
110,D,FL,20,W000797,WASSERMAN SCHULTZ,DEBBIE,2,1,3,1,100,costa,-0.421,0.069
110,R,FL,15,W000267,WELDON,DAVE,1,1,2,0,0,costa,0.471,0.146
110,R,FL,10,Y000031,YOUNG,C.W. BILL,0,3,3,0,50,costa,0.325,-0.112
110,D,GA,12,B001252,BARROW,JOHN,1,1,2,0,100,costa,-0.119,0.46
110,D,GA,2,B000490,BISHOP,SANFORD,1,0,1,0,100,costa,-0.283,0.463
110,R,GA,10,B001262,BROUN,PAUL,2,1,3,0,14,costa,0.913,-0.408
110,R,GA,9,D000168,DEAL,NATHAN,3,1,4,0,10,costa,0.581,0.139
110,R,GA,11,G000550,GINGREY,PHIL,3,1,4,0,22,costa,0.561,0.272
110,D,GA,4,J000288,JOHNSON,"HENRY C. ""HANK""",0,2,2,0,100,costa,-0.468,0.013
110,R,GA,1,K000220,KINGSTON,JACK,2,2,4,0,11,costa,0.54,0.302
110,D,GA,5,L000287,LEWIS,JOHN,0,1,1,0,100,costa,-0.589,-0.221
110,R,GA,7,L000321,LINDER,JOHN,1,1,2,0,11,costa,0.559,-0.008
110,D,GA,8,M001146,MARSHALL,JIM,1,1,2,0,100,costa,-0.119,0.803
110,R,GA,6,P000591,PRICE,TOM,0,1,1,0,20,costa,0.644,-0.073
110,D,GA,13,S001157,SCOTT,DAVID,2,0,2,0,100,costa,-0.302,0.163
110,R,GA,3,W000796,WESTMORELAND,LYNN,2,1,3,0,10,costa,0.672,0.189
110,D,IL,8,B001253,BEAN,MELISSA,2,0,2,1,100,costa,-0.155,-0.063
110,R,IL,13,B001232,BIGGERT,JUDY,3,1,4,1,70,costa,0.323,-0.372
110,D,IL,12,C000794,COSTELLO,JERRY,1,2,3,0,90,costa,-0.317,0.657
110,D,IL,7,D000096,DAVIS,DANNY,0,2,2,0,100,costa,-0.486,-0.262
110,D,IL,5,E000287,EMANUEL,RAHM,2,1,3,0,100,costa,-0.372,-0.131
110,D,IL,4,G000535,GUTIERREZ,LUIS,2,0,2,0,100,costa,-0.487,-0.26
110,D,IL,17,H001040,HARE,PHILIP,1,1,2,0,100,costa,-0.38,0.155
110,R,IL,14,H000323,HASTERT,J. DENNIS,0,2,2,0,25,costa,0.443,-0.122
110,R,IL,18,L000552,LAHOOD,RAY,2,2,4,0,77,costa,0.246,-0.076
110,R,IL,16,M001138,MANZULLO,DONALD,1,2,3,0,20,costa,0.51,0
110,D,IL,9,S001145,SCHAKOWSKY,JANICE,2,1,3,1,100,costa,-0.606,-0.269
110,R,IL,19,S000364,SHIMKUS,JOHN,0,3,3,0,33,costa,0.375,0.154
110,R,IN,5,B001149,BURTON,DAN,2,1,3,0,20,costa,0.585,-0.026
110,R,IN,4,B001203,BUYER,STEVE,1,1,2,0,44,costa,0.435,0.192
110,D,IN,2,D000607,DONNELLY,JOE,1,1,2,0,80,costa,-0.119,0.435
110,D,IN,8,E000289,ELLSWORTH,BRAD,1,0,1,0,77,costa,-0.106,0.612
110,D,IN,9,H001030,HILL,BARON,3,0,3,0,100,costa,-0.121,0.137
110,R,IN,6,P000587,PENCE,MIKE,2,1,3,0,10,costa,0.655,0.088
110,R,IN,3,S001143,SOUDER,MARK,1,2,3,0,30,costa,0.435,-0.011
110,D,IN,1,V000108,VISCLOSKY,PETER,0,2,2,0,100,costa,-0.402,0.244
110,D,IA,3,B000652,BOSWELL,LEONARD,2,1,3,0,100,costa,-0.238,0.289
110,D,IA,1,B001259,BRALEY,BRUCE,1,2,3,0,100,costa,-0.31,-0.205
110,R,IA,5,K000362,KING,STEVE,0,3,3,0,10,costa,0.613,0.171
110,R,IA,4,L000111,LATHAM,TOM,2,1,3,0,40,costa,0.302,0.308
110,D,KS,2,B001258,BOYDA,NANCY,3,4,7,1,90,costa,-0.193,0.566
110,D,KS,3,M001140,MOORE,DENNIS,2,4,7,0,100,costa,-0.267,0.159
110,R,KS,1,M000934,MORAN,JERRY,2,0,2,0,40,costa,0.412,0.206
110,R,KS,4,T000260,TIAHRT,TODD,1,2,3,0,37,costa,0.449,0.341
110,D,KY,6,C001058,CHANDLER,BEN,1,2,3,0,100,costa,-0.232,0.516
110,R,KY,2,L000293,LEWIS,RON,1,1,2,0,30,costa,0.418,0.417
110,R,KY,5,R000395,ROGERS,HAROLD,1,2,3,0,50,costa,0.337,0.113
110,R,KY,1,W000413,WHITFIELD,ED,1,0,1,0,50,costa,0.303,0.182
110,D,KY,3,Y000062,YARMUTH,JOHN,0,1,1,0,100,costa,-0.378,-0.27
110,R,LA,6,B000072,BAKER,RICHARD,1,1,2,0,20,costa,0.423,0.022
110,R,LA,7,B001255,BOUSTANY,CHARLES,1,1,2,0,30,costa,0.392,0.308
110,D,LA,2,J000070,JEFFERSON,WILLIAM,5,0,5,0,100,costa,-0.424,0.242
110,R,LA,1,J000287,JINDAL,BOBBY,1,2,3,0,50,costa,0.388,-0.04
110,D,LA,3,M001161,MELANCON,CHARLIE,1,1,2,0,80,costa,-0.178,0.798
110,D,ME,1,A000357,ALLEN,THOMAS,2,0,2,0,100,costa,-0.4,-0.105
110,D,MD,7,C000984,CUMMINGS,ELIJAH,1,0,1,0,100,costa,-0.438,-0.148
110,R,MD,1,G000180,GILCHREST,WAYNE,1,2,3,0,100,costa,0.204,-0.563
110,D,MD,5,H000874,HOYER,STENY,3,0,3,0,100,costa,-0.38,0.117
110,D,MD,2,R000576,RUPPERSBERGER,C.A. DUTCH,1,1,2,0,100,costa,-0.295,0.133
110,D,MD,8,V000128,VAN HOLLEN,CHRIS,1,2,3,0,100,costa,-0.392,-0.21
110,D,MA,8,C001037,CAPUANO,MICHAEL,0,2,2,0,100,costa,-0.58,-0.082
110,D,MA,10,D000210,DELAHUNT,WILLIAM,2,0,2,0,100,costa,-0.495,-0.293
110,D,MA,9,L000562,LYNCH,STEPHEN,1,0,1,0,100,costa,-0.35,0.038
110,D,MA,2,N000015,NEAL,RICHARD,1,3,4,0,100,costa,-0.417,-0.111
110,D,MA,1,O000085,OLVER,JOHN,1,0,1,0,100,costa,-0.577,-0.207
110,D,MI,14,C000714,CONYERS,JOHN,0,2,2,0,100,costa,-0.658,-0.512
110,R,MI,3,E000092,EHLERS,VERNON,2,2,4,0,40,costa,0.316,-0.622
110,R,MI,2,H000676,HOEKSTRA,PETER,2,1,3,0,20,costa,0.516,-0.262
110,D,MI,5,K000172,KILDEE,DALE,1,2,3,0,100,costa,-0.385,0.011
110,D,MI,13,K000180,KILPATRICK,CAROLYN,1,1,2,1,100,costa,-0.491,-0.172
110,R,MI,9,K000288,KNOLLENBERG,JOE,0,2,2,0,44,costa,0.366,-0.053
110,D,MI,12,L000263,LEVIN,SANDER,2,2,4,0,100,costa,-0.379,-0.091
110,R,MI,11,M001147,MCCOTTER,THADDEUS,1,2,3,0,60,costa,0.335,0.012
110,R,MI,10,M001150,MILLER,CANDICE,1,0,1,1,60,costa,0.343,-0.001
110,R,MI,8,R000572,ROGERS,MIKE,1,1,2,0,40,costa,0.4,0.098
110,D,MI,1,S001045,STUPAK,BART,0,2,2,0,100,costa,-0.396,0.701
110,R,MI,7,W000798,WALBERG,TIMOTHY,1,2,3,0,30,costa,0.515,0.084
110,R,MN,6,B001256,BACHMANN,MICHELE,3,2,5,1,10,costa,0.584,-0.03
110,D,MN,5,E000288,ELLISON,KEITH,1,3,4,0,100,costa,-0.537,-0.58
110,R,MN,2,K000363,KLINE,JOHN,1,1,2,0,10,costa,0.49,0.154
110,D,MN,4,M001143,MCCOLLUM,BETTY,1,1,2,1,100,costa,-0.417,-0.188
110,D,MN,8,O000006,OBERSTAR,JAMES,4,2,6,0,100,costa,-0.553,0.304
110,D,MN,7,P000258,PETERSON,COLLN,0,3,3,0,80,costa,-0.148,0.712
110,D,MN,1,W000799,WALZ,TIMOTHY,1,1,2,0,100,costa,-0.275,0.131
110,R,MS,3,P000323,PICKERING,CHARLES,1,4,5,0,33,costa,0.342,0.325
110,D,MS,4,T000074,TAYLOR,GENE,2,1,3,0,80,costa,-0.045,0.893
110,D,MS,2,T000193,THOMPSON,BENNIE,1,0,1,0,100,costa,-0.516,0.399
110,R,MS,1,W000437,WICKER,ROGER,2,1,3,0,16,costa,0.379,0.354
110,R,MO,2,A000358,AKIN,W TODD,3,3,6,0,20,costa,0.612,0.235
110,R,MO,7,B000575,BLUNT,ROY,0,1,1,0,10,costa,0.42,0.263
110,D,MO,3,C001060,CARNAHAN,RUSS,0,2,2,0,100,costa,-0.347,-0.005
110,D,MO,1,C001049,CLAY,WM LACY,1,1,2,0,100,costa,-0.481,-0.078
110,D,MO,5,C001061,CLEAVER,EMANUEL,0,0,4,0,100,costa,-0.453,0.013
110,R,MO,8,E000172,EMERSON,JO ANN,8,1,9,1,60,costa,0.269,0.274
110,R,MO,6,G000546,GRAVES,SAM,2,1,3,0,44,costa,0.443,0.181
110,D,MO,4,S000465,SKELTON,IKE,1,2,3,0,90,costa,-0.172,0.724
110,R,MT,1,R000571,REHBERG,DENNIS,2,1,3,0,50,costa,0.337,0.244
110,R,NE,2,T000459,TERRY,LEE,0,3,3,0,30,costa,0.426,-0.067
110,D,NV,1,B001231,BERKLEY,SHELLEY,0,2,2,1,100,costa,-0.302,0.024
110,R,NV,2,H001041,HELLER,DEAN,2,2,4,0,40,costa,0.463,-0.459
110,R,NV,3,P000589,PORTER,JON,1,1,2,0,66,costa,0.241,-0.071
110,D,NH,2,H001043,HODES,PAUL,1,1,2,0,100,costa,-0.256,-0.158
110,D,NJ,1,A000210,ANDREWS,ROBERT,2,0,2,0,100,costa,-0.297,-0.119
110,R,NJ,11,F000372,FRELINGHUYSEN,RODNEY,2,0,2,0,70,costa,0.292,-0.262
110,R,NJ,5,G000548,GARRETT,SCOTT,2,0,2,0,20,costa,0.688,-0.243
110,D,NJ,12,H001032,HOLT,RUSH,1,2,3,0,100,costa,-0.463,-0.33
110,D,NJ,8,P000096,PASCRELL,BILL,0,3,3,0,100,costa,-0.367,-0.005
110,R,NJ,3,S000097,SAXTON,JIM,1,1,2,0,70,costa,0.238,-0.378
110,D,NJ,13,S001165,SIRES,ALBIO,1,0,1,0,100,costa,-0.405,0.095
110,R,NJ,4,S000522,SMITH,CHRISTOPHER,1,2,3,0,70,costa,0.165,-0.168
110,R,NM,2,P000588,PEARCE,STEVAN,1,0,1,0,44,costa,0.472,0.064
110,R,NM,1,W000789,WILSON,HEATHER,1,2,3,1,66,costa,0.247,-0.027
110,D,NY,5,A000022,ACKERMAN,GARY,2,1,3,0,100,costa,-0.429,-0.165
110,D,NY,1,B001242,BISHOP,TIMOTHY,2,0,2,0,100,costa,-0.338,-0.05
110,D,NY,17,E000179,ENGEL,ELIOT,1,2,3,0,100,costa,-0.408,-0.093
110,R,NY,13,F000440,FOSSELLA,VITO,1,2,3,0,50,costa,0.426,-0.336
110,D,NY,20,G000555,GILLIBRAND,KIRSTEN,0,1,1,1,100,costa,-0.475,-0.418
110,D,NY,19,H001039,HALL,JOHN,1,0,1,0,100,costa,-0.319,-0.046
110,D,NY,27,H001038,HIGGINS,BRIAN,1,1,2,0,100,costa,-0.347,-0.033
110,D,NY,22,H000627,HINCHEY,MAURICE,1,2,3,0,100,costa,-0.575,-0.007
110,R,NY,3,K000210,KING,PETER,1,1,2,0,50,costa,0.259,-0.03
110,D,NY,18,L000480,LOWEY,NITA,2,1,3,1,100,costa,-0.389,-0.152
110,D,NY,14,M000087,MALONEY,CAROLYN,2,0,2,1,100,costa,-0.387,-0.28
110,D,NY,4,M000309,MCCARTHY,CAROLYN,0,1,1,1,100,costa,-0.294,-0.04
110,D,NY,21,M000590,MCNULTY,MICHAEL,4,0,4,0,100,costa,-0.369,0.369
110,D,NY,6,M001137,MEEKS,GREGORY,3,0,3,0,100,costa,-0.413,-0.074
110,D,NY,15,R000053,RANGEL,CHARLES,1,1,2,0,100,costa,-0.514,-0.341
110,D,NY,16,S000248,SERRANO,JOSE,2,3,5,0,100,costa,-0.491,-0.377
110,D,NY,28,S000480,SLAUGHTER,LOUISE MCINTOSH,3,0,3,1,100,costa,-0.465,-0.104
110,D,NY,10,T000326,TOWNS,EDOLPHUS,1,1,2,0,100,costa,-0.519,-0.132
110,R,NY,25,W000099,WALSH,JAMES,1,2,3,0,55,costa,0.208,-0.19
110,D,NC,2,E000226,ETHERIDGE,BOB,1,2,3,0,100,costa,-0.288,0.288
110,R,NC,5,F000450,FOXX,VIRGINIA,1,0,1,1,10,costa,0.629,0.13
110,R,NC,8,H001029,HAYES,ROBIN,1,1,2,0,70,costa,0.351,0.388
110,R,NC,3,J000255,JONES,WALTER,1,0,1,0,60,costa,0.244,-0.362
110,D,NC,4,P000523,PRICE,DAVID,1,1,2,0,100,costa,-0.343,-0.031
110,D,NC,11,S001171,SHULER,HEATH,1,1,2,0,80,costa,-0.07,0.224
110,D,NC,12,W000207,WATT,MELVIN,0,2,2,0,100,costa,-0.526,-0.155
110,D,ND,1,P000422,POMEROY,EARL,1,1,2,0,100,costa,-0.266,0.339
110,R,OH,8,B000589,BOEHNER,JOHN,2,0,2,0,10,costa,0.513,0.04
110,R,OH,1,C000266,CHABOT,STEVE,1,1,2,0,20,costa,0.567,-0.197
110,R,OH,5,G000210,GILLMOR,PAUL,2,3,5,0,40,costa,0.254,0.106
110,R,OH,7,H000666,HOBSON,DAVID,2,1,3,0,60,costa,0.315,-0.229
110,D,OH,11,J000284,JONES,STEPHANIE TUBBS,0,1,1,1,100,costa,-0.521,-0.059
110,R,OH,4,J000289,JORDAN,"JAMES ""JIM""",2,2,4,0,10,costa,0.719,-0.214
110,D,OH,10,K000336,KUCINICH,DENNIS,1,0,1,0,90,costa,-0.582,0.024
110,R,OH,14,L000553,LATOURETTE,STEVEN,4,1,5,0,60,costa,0.211,-0.063
110,R,OH,15,P000555,PRYCE,DEBORAH,2,0,2,1,80,costa,0.32,-0.329
110,R,OH,16,R000141,REGULA,RALPH,1,2,3,0,60,costa,0.221,-0.223
110,R,OH,2,S001164,SCHMIDT,JEAN,1,0,1,1,40,costa,0.467,-0.1
110,D,OH,18,S001173,SPACE,ZACHARY,1,1,2,0,100,costa,-0.167,0.498
110,R,OH,3,T000463,TURNER,MICHAEL,2,0,2,0,66,costa,0.273,0.212
110,D,OH,6,W000801,WILSON,CHARLES,0,4,4,0,90,costa,-0.321,0.635
110,R,OK,4,C001053,COLE,TOM,0,1,1,0,40,costa,0.332,0.363
110,R,OK,5,F000453,FALLIN,MARY,1,1,2,1,40,costa,0.432,0.244
110,R,OK,3,L000491,LUCAS,FRANK,2,1,3,0,40,costa,0.363,0.42
110,R,OK,1,S001155,SULLIVAN,JOHN,2,2,4,0,22,costa,0.513,0.173
110,D,OR,3,B000574,BLUMENAUER,EARL,1,1,2,0,100,costa,-0.428,-0.67
110,D,OR,5,H000762,HOOLEY,DARLENE,1,1,2,1,100,costa,-0.315,-0.075
110,R,OR,2,W000791,WALDEN,GREG,0,1,1,0,70,costa,0.333,-0.011
